Sample in Buffer	Sample in Window	/dadata
6422	6422	246	
6423	6423	246	
6424	6424	247	
6425	6425	248	
6426	6426	248	
6427	6427	249	
6428	6428	249	
6429	6429	250	
6430	6430	250	
6431	6431	250	
6432	6432	251	
6433	6433	251	
6434	6434	252	
6435	6435	252	
6436	6436	252	
6437	6437	253	
6438	6438	253	
6439	6439	253	
6440	6440	253	
6441	6441	254	
6442	6442	254	
6443	6443	254	
6444	6444	254	
6445	6445	254	
6446	6446	255	
6447	6447	255	
6448	6448	255	
6449	6449	255	
6450	6450	255	
6451	6451	255	
6452	6452	255	
6453	6453	255	
6454	6454	255	
6455	6455	255	
6456	6456	255	
6457	6457	255	
6458	6458	255	
6459	6459	255	
6460	6460	254	
6461	6461	254	
6462	6462	254	
6463	6463	254	
6464	6464	254	
6465	6465	253	
6466	6466	253	
6467	6467	253	
6468	6468	253	
6469	6469	252	
6470	6470	252	
6471	6471	252	
6472	6472	251	
6473	6473	251	
6474	6474	250	
6475	6475	250	
6476	6476	250	
6477	6477	249	
6478	6478	249	
6479	6479	248	
6480	6480	248	
6481	6481	247	
6482	6482	246	
6483	6483	246	
6484	6484	245	
6485	6485	245	
6486	6486	244	
6487	6487	243	
6488	6488	243	
6489	6489	242	
6490	6490	241	
6491	6491	241	
6492	6492	240	
6493	6493	238	
6494	6494	238	
6495	6495	237	
6496	6496	236	
6497	6497	235	
6498	6498	234	
6499	6499	234	
6500	6500	233	
6501	6501	232	
6502	6502	231	
6503	6503	230	
6504	6504	229	
6505	6505	228	
6506	6506	227	
6507	6507	226	
6508	6508	225	
6509	6509	224	
6510	6510	223	
6511	6511	222	
6512	6512	221	
6513	6513	220	
6514	6514	219	
6515	6515	218	
6516	6516	217	
6517	6517	215	
6518	6518	214	
6519	6519	213	
6520	6520	212	
6521	6521	211	
6522	6522	210	
6523	6523	208	
6524	6524	207	
6525	6525	206	
6526	6526	205	
6527	6527	203	
6528	6528	202	
6529	6529	201	
6530	6530	200	
6531	6531	198	
6532	6532	197	
6533	6533	196	
6534	6534	194	
6535	6535	192	
6536	6536	190	
6537	6537	189	
6538	6538	188	
6539	6539	186	
6540	6540	185	
6541	6541	183	
6542	6542	182	
6543	6543	181	
6544	6544	179	
6545	6545	178	
6546	6546	176	
6547	6547	175	
6548	6548	173	
6549	6549	172	
6550	6550	170	
6551	6551	169	
6552	6552	167	
6553	6553	166	
6554	6554	165	
6555	6555	163	
6556	6556	162	
6557	6557	160	
6558	6558	158	
6559	6559	157	
6560	6560	155	
6561	6561	154	
6562	6562	152	
6563	6563	151	
6564	6564	149	
6565	6565	148	
6566	6566	146	
6567	6567	145	
6568	6568	143	
6569	6569	142	
6570	6570	140	
6571	6571	138	
6572	6572	137	
6573	6573	135	
6574	6574	134	
6575	6575	132	
6576	6576	131	
6577	6577	127	
6578	6578	126	
6579	6579	124	
6580	6580	123	
6581	6581	121	
6582	6582	120	
6583	6583	118	
6584	6584	117	
6585	6585	115	
6586	6586	113	
6587	6587	112	
6588	6588	110	
6589	6589	109	
6590	6590	107	
6591	6591	106	
6592	6592	104	
6593	6593	103	
6594	6594	101	
6595	6595	100	
6596	6596	98	
6597	6597	97	
6598	6598	95	
6599	6599	93	
6600	6600	92	
6601	6601	90	
6602	6602	89	
6603	6603	88	
6604	6604	86	
6605	6605	85	
6606	6606	83	
6607	6607	82	
6608	6608	80	
6609	6609	79	
6610	6610	77	
6611	6611	76	
6612	6612	74	
6613	6613	73	
6614	6614	72	
6615	6615	70	
6616	6616	69	
6617	6617	67	
6618	6618	65	
6619	6619	63	
6620	6620	62	
6621	6621	61	
6622	6622	59	
6623	6623	58	
6624	6624	57	
6625	6625	55	
6626	6626	54	
6627	6627	53	
6628	6628	52	
6629	6629	50	
6630	6630	49	
6631	6631	48	
6632	6632	47	
6633	6633	45	
6634	6634	44	
6635	6635	43	
6636	6636	42	
6637	6637	41	
6638	6638	40	
6639	6639	38	
6640	6640	37	
6641	6641	36	
6642	6642	35	
6643	6643	34	
6644	6644	33	
6645	6645	32	
6646	6646	31	
6647	6647	30	
6648	6648	29	
6649	6649	28	
6650	6650	27	
6651	6651	26	
6652	6652	25	
6653	6653	24	
6654	6654	23	
6655	6655	22	
6656	6656	21	
6657	6657	21	
6658	6658	20	
6659	6659	19	
6660	6660	17	
6661	6661	17	
6662	6662	16	
6663	6663	15	
6664	6664	14	
6665	6665	14	
6666	6666	13	
6667	6667	12	
6668	6668	12	
6669	6669	11	
6670	6670	10	
6671	6671	10	
6672	6672	9	
6673	6673	9	
6674	6674	8	
6675	6675	7	
6676	6676	7	
6677	6677	6	
6678	6678	6	
6679	6679	5	
6680	6680	5	
6681	6681	5	
6682	6682	4	
6683	6683	4	
6684	6684	3	
6685	6685	3	
6686	6686	3	
6687	6687	2	
6688	6688	2	
6689	6689	2	
6690	6690	2	
6691	6691	1	
6692	6692	1	
6693	6693	1	
6694	6694	1	
6695	6695	1	
6696	6696	0	
6697	6697	0	
6698	6698	0	
6699	6699	0	
6700	6700	0	
6701	6701	0	
6702	6702	0	
6703	6703	0	
6704	6704	0	
6705	6705	0	
6706	6706	0	
6707	6707	0	
6708	6708	0	
6709	6709	0	
6710	6710	1	
6711	6711	1	
6712	6712	1	
6713	6713	1	
6714	6714	1	
6715	6715	2	
6716	6716	2	
6717	6717	2	
6718	6718	2	
6719	6719	3	
6720	6720	3	
6721	6721	3	
6722	6722	4	
6723	6723	4	
6724	6724	5	
6725	6725	5	
6726	6726	5	
6727	6727	6	
6728	6728	6	
6729	6729	7	
6730	6730	7	
6731	6731	8	
6732	6732	9	
6733	6733	9	
6734	6734	10	
6735	6735	10	
6736	6736	11	
6737	6737	12	
6738	6738	12	
6739	6739	13	
6740	6740	14	
6741	6741	14	
6742	6742	15	
6743	6743	17	
6744	6744	17	
6745	6745	18	
6746	6746	19	
6747	6747	20	
6748	6748	21	
6749	6749	21	
6750	6750	22	
6751	6751	23	
6752	6752	24	
6753	6753	25	
6754	6754	26	
6755	6755	27	
6756	6756	28	
6757	6757	29	
6758	6758	30	
6759	6759	31	
6760	6760	32	
6761	6761	33	
6762	6762	34	
6763	6763	35	
6764	6764	36	
6765	6765	37	
6766	6766	38	
6767	6767	40	
6768	6768	41	
6769	6769	42	
6770	6770	43	
6771	6771	44	
6772	6772	45	
6773	6773	47	
6774	6774	48	
6775	6775	49	
6776	6776	50	
6777	6777	52	
6778	6778	53	
6779	6779	54	
6780	6780	55	
6781	6781	57	
6782	6782	58	
6783	6783	59	
6784	6784	61	
6785	6785	63	
6786	6786	65	
6787	6787	66	
6788	6788	67	
6789	6789	69	
6790	6790	70	
6791	6791	72	
6792	6792	73	
6793	6793	74	
6794	6794	76	
6795	6795	77	
6796	6796	79	
6797	6797	80	
6798	6798	82	
6799	6799	83	
6800	6800	85	
6801	6801	86	
6802	6802	88	
6803	6803	89	
6804	6804	90	
6805	6805	92	
6806	6806	93	
6807	6807	95	
6808	6808	97	
6809	6809	98	
6810	6810	100	
6811	6811	101	
6812	6812	103	
6813	6813	104	
6814	6814	106	
6815	6815	107	
6816	6816	109	
6817	6817	110	
6818	6818	112	
6819	6819	113	
6820	6820	115	
6821	6821	117	
6822	6822	118	
6823	6823	120	
6824	6824	121	
6825	6825	123	
6826	6826	124	
6827	6827	128	
6828	6828	129	
6829	6829	131	
6830	6830	132	
6831	6831	134	
6832	6832	135	
6833	6833	137	
6834	6834	138	
6835	6835	140	
6836	6836	142	
6837	6837	143	
6838	6838	145	
6839	6839	146	
6840	6840	148	
6841	6841	149	
6842	6842	151	
6843	6843	152	
6844	6844	154	
6845	6845	155	
6846	6846	157	
6847	6847	158	
6848	6848	160	
6849	6849	162	
6850	6850	163	
6851	6851	165	
6852	6852	166	
6853	6853	167	
6854	6854	169	
6855	6855	170	
6856	6856	172	
6857	6857	173	
6858	6858	175	
6859	6859	176	
6860	6860	178	
6861	6861	179	
6862	6862	181	
6863	6863	182	
6864	6864	183	
6865	6865	185	
6866	6866	186	
6867	6867	188	
6868	6868	190	
6869	6869	192	
6870	6870	193	
6871	6871	194	
6872	6872	196	
6873	6873	197	
6874	6874	198	
6875	6875	200	
6876	6876	201	
6877	6877	202	
6878	6878	203	
6879	6879	205	
6880	6880	206	
6881	6881	207	
6882	6882	208	
6883	6883	210	
6884	6884	211	
6885	6885	212	
6886	6886	213	
6887	6887	214	
6888	6888	215	
6889	6889	217	
6890	6890	218	
6891	6891	219	
6892	6892	220	
6893	6893	221	
6894	6894	222	
6895	6895	223	
6896	6896	224	
6897	6897	225	
6898	6898	226	
6899	6899	227	
6900	6900	228	
6901	6901	229	
6902	6902	230	
6903	6903	231	
6904	6904	232	
6905	6905	233	
6906	6906	234	
6907	6907	234	
6908	6908	235	
6909	6909	236	
6910	6910	238	
6911	6911	238	
6912	6912	239	
6913	6913	240	
6914	6914	241	
6915	6915	241	
6916	6916	242	
6917	6917	243	
6918	6918	243	
6919	6919	244	
6920	6920	245	
6921	6921	245	
6922	6922	246	
6923	6923	246	
6924	6924	247	
6925	6925	248	
6926	6926	248	
6927	6927	249	
6928	6928	249	
6929	6929	250	
6930	6930	250	
6931	6931	250	
6932	6932	251	
6933	6933	251	
6934	6934	252	
6935	6935	252	
6936	6936	252	
6937	6937	253	
6938	6938	253	
6939	6939	253	
6940	6940	253	
6941	6941	254	
6942	6942	254	
6943	6943	254	
6944	6944	254	
6945	6945	254	
6946	6946	255	
6947	6947	255	
6948	6948	255	
6949	6949	255	
6950	6950	255	
6951	6951	255	
6952	6952	255	
6953	6953	255	
6954	6954	255	
6955	6955	255	
6956	6956	255	
6957	6957	255	
6958	6958	255	
6959	6959	255	
6960	6960	254	
6961	6961	254	
6962	6962	254	
6963	6963	254	
6964	6964	254	
6965	6965	253	
6966	6966	253	
6967	6967	253	
6968	6968	253	
6969	6969	252	
6970	6970	252	
6971	6971	252	
6972	6972	251	
6973	6973	251	
6974	6974	250	
6975	6975	250	
6976	6976	250	
6977	6977	249	
6978	6978	249	
6979	6979	248	
6980	6980	248	
6981	6981	247	
6982	6982	246	
6983	6983	246	
6984	6984	245	
6985	6985	245	
6986	6986	244	
6987	6987	243	
6988	6988	243	
6989	6989	242	
6990	6990	241	
6991	6991	241	
6992	6992	240	
6993	6993	238	
6994	6994	238	
6995	6995	237	
6996	6996	236	
6997	6997	235	
6998	6998	234	
6999	6999	234	
7000	7000	233	
7001	7001	232	
7002	7002	231	
7003	7003	230	
7004	7004	229	
7005	7005	228	
7006	7006	227	
7007	7007	226	
7008	7008	225	
7009	7009	224	
7010	7010	223	
7011	7011	222	
7012	7012	221	
7013	7013	220	
7014	7014	219	
7015	7015	218	
7016	7016	217	
7017	7017	215	
7018	7018	214	
7019	7019	213	
7020	7020	212	
7021	7021	211	
7022	7022	210	
7023	7023	208	
7024	7024	207	
7025	7025	206	
7026	7026	205	
7027	7027	203	
7028	7028	202	
7029	7029	201	
7030	7030	200	
7031	7031	198	
7032	7032	197	
7033	7033	196	
7034	7034	194	
7035	7035	192	
7036	7036	190	
7037	7037	189	
7038	7038	188	
7039	7039	186	
7040	7040	185	
7041	7041	183	
7042	7042	182	
7043	7043	181	
7044	7044	179	
7045	7045	178	
7046	7046	176	
7047	7047	175	
7048	7048	173	
7049	7049	172	
7050	7050	170	
7051	7051	169	
7052	7052	167	
7053	7053	166	
7054	7054	165	
7055	7055	163	
7056	7056	162	
7057	7057	160	
7058	7058	158	
7059	7059	157	
7060	7060	155	
7061	7061	154	
7062	7062	152	
7063	7063	151	
7064	7064	149	
7065	7065	148	
7066	7066	146	
7067	7067	145	
7068	7068	143	
7069	7069	142	
7070	7070	140	
7071	7071	138	
7072	7072	137	
7073	7073	135	
7074	7074	134	
7075	7075	132	
7076	7076	131	
7077	7077	127	
7078	7078	126	
7079	7079	124	
7080	7080	123	
7081	7081	121	
7082	7082	120	
7083	7083	118	
7084	7084	117	
7085	7085	115	
7086	7086	113	
7087	7087	112	
7088	7088	110	
7089	7089	109	
7090	7090	107	
7091	7091	106	
7092	7092	104	
7093	7093	103	
7094	7094	101	
7095	7095	100	
7096	7096	98	
7097	7097	97	
7098	7098	95	
7099	7099	93	
7100	7100	92	
7101	7101	90	
7102	7102	89	
7103	7103	88	
7104	7104	86	
7105	7105	85	
7106	7106	83	
7107	7107	82	
7108	7108	80	
7109	7109	79	
7110	7110	77	
7111	7111	76	
7112	7112	74	
7113	7113	73	
7114	7114	72	
7115	7115	70	
7116	7116	69	
7117	7117	67	
7118	7118	66	
7119	7119	63	
7120	7120	62	
7121	7121	61	
7122	7122	59	
7123	7123	58	
7124	7124	57	
7125	7125	55	
7126	7126	54	
7127	7127	53	
7128	7128	52	
7129	7129	50	
7130	7130	49	
7131	7131	48	
7132	7132	47	
7133	7133	45	
7134	7134	44	
7135	7135	43	
7136	7136	42	
7137	7137	41	
7138	7138	40	
7139	7139	38	
7140	7140	37	
7141	7141	36	
7142	7142	35	
7143	7143	34	
7144	7144	33	
7145	7145	32	
7146	7146	31	
7147	7147	30	
7148	7148	29	
7149	7149	28	
7150	7150	27	
7151	7151	26	
7152	7152	25	
7153	7153	24	
7154	7154	23	
7155	7155	22	
7156	7156	21	
7157	7157	21	
7158	7158	20	
7159	7159	19	
7160	7160	17	
7161	7161	17	
7162	7162	16	
7163	7163	15	
7164	7164	14	
7165	7165	14	
7166	7166	13	
7167	7167	12	
7168	7168	12	
7169	7169	11	
7170	7170	10	
7171	7171	10	
7172	7172	9	
7173	7173	9	
7174	7174	8	
7175	7175	7	
7176	7176	7	
7177	7177	6	
7178	7178	6	
7179	7179	5	
7180	7180	5	
7181	7181	5	
7182	7182	4	
7183	7183	4	
7184	7184	3	
7185	7185	3	
7186	7186	3	
7187	7187	2	
7188	7188	2	
7189	7189	2	
7190	7190	2	
7191	7191	1	
7192	7192	1	
7193	7193	1	
7194	7194	1	
7195	7195	1	
7196	7196	0	
7197	7197	0	
7198	7198	0	
7199	7199	0	
7200	7200	0	
7201	7201	0	
7202	7202	0	
7203	7203	0	
7204	7204	0	
7205	7205	0	
7206	7206	0	
7207	7207	0	
7208	7208	0	
7209	7209	0	
7210	7210	1	
7211	7211	1	
7212	7212	1	
7213	7213	1	
7214	7214	1	
7215	7215	2	
7216	7216	2	
7217	7217	2	
7218	7218	2	
7219	7219	3	
7220	7220	3	
7221	7221	3	
7222	7222	4	
7223	7223	4	
7224	7224	5	
7225	7225	5	
7226	7226	5	
7227	7227	6	
7228	7228	6	
7229	7229	7	
7230	7230	7	
7231	7231	8	
7232	7232	9	
7233	7233	9	
7234	7234	10	
7235	7235	10	
7236	7236	11	
7237	7237	12	
7238	7238	12	
7239	7239	13	
7240	7240	14	
7241	7241	14	
7242	7242	15	
7243	7243	16	
7244	7244	17	
7245	7245	18	
7246	7246	19	
7247	7247	20	
7248	7248	21	
7249	7249	21	
7250	7250	22	
7251	7251	23	
7252	7252	24	
7253	7253	25	
7254	7254	26	
7255	7255	27	
7256	7256	28	
7257	7257	29	
7258	7258	30	
7259	7259	31	
7260	7260	32	
7261	7261	33	
7262	7262	34	
7263	7263	35	
7264	7264	36	
7265	7265	37	
7266	7266	38	
7267	7267	40	
7268	7268	41	
7269	7269	42	
7270	7270	43	
7271	7271	44	
7272	7272	45	
7273	7273	47	
7274	7274	48	
7275	7275	49	
7276	7276	50	
7277	7277	52	
7278	7278	53	
7279	7279	54	
7280	7280	55	
7281	7281	57	
7282	7282	58	
7283	7283	59	
7284	7284	61	
7285	7285	63	
7286	7286	65	
7287	7287	66	
7288	7288	67	
7289	7289	69	
7290	7290	70	
7291	7291	72	
7292	7292	73	
7293	7293	74	
7294	7294	76	
7295	7295	77	
7296	7296	79	
7297	7297	80	
7298	7298	82	
7299	7299	83	
7300	7300	85	
7301	7301	86	
7302	7302	88	
7303	7303	89	
7304	7304	90	
7305	7305	92	
7306	7306	93	
7307	7307	95	
7308	7308	97	
7309	7309	98	
7310	7310	100	
7311	7311	101	
7312	7312	103	
7313	7313	104	
7314	7314	106	
7315	7315	107	
7316	7316	109	
7317	7317	110	
7318	7318	112	
7319	7319	113	
7320	7320	115	
7321	7321	117	
7322	7322	118	
7323	7323	120	
7324	7324	121	
7325	7325	123	
7326	7326	124	
7327	7327	128	
7328	7328	129	
7329	7329	131	
7330	7330	132	
7331	7331	134	
7332	7332	135	
7333	7333	137	
7334	7334	138	
7335	7335	140	
7336	7336	142	
7337	7337	143	
7338	7338	145	
7339	7339	146	
7340	7340	148	
7341	7341	149	
7342	7342	151	
7343	7343	152	
7344	7344	154	
7345	7345	155	
7346	7346	157	
7347	7347	158	
7348	7348	160	
7349	7349	162	
7350	7350	163	
7351	7351	165	
7352	7352	166	
7353	7353	167	
7354	7354	169	
7355	7355	170	
7356	7356	172	
7357	7357	173	
7358	7358	175	
7359	7359	176	
7360	7360	178	
7361	7361	179	
7362	7362	181	
7363	7363	182	
7364	7364	183	
7365	7365	185	
7366	7366	186	
7367	7367	188	
7368	7368	189	
7369	7369	192	
7370	7370	193	
7371	7371	194	
7372	7372	196	
7373	7373	197	
7374	7374	198	
7375	7375	200	
7376	7376	201	
7377	7377	202	
7378	7378	203	
7379	7379	205	
7380	7380	206	
7381	7381	207	
7382	7382	208	
7383	7383	210	
7384	7384	211	
7385	7385	212	
7386	7386	213	
7387	7387	214	
7388	7388	215	
7389	7389	217	
7390	7390	218	
7391	7391	219	
7392	7392	220	
7393	7393	221	
7394	7394	222	
7395	7395	223	
7396	7396	224	
7397	7397	225	
7398	7398	226	
7399	7399	227	
7400	7400	228	
7401	7401	229	
7402	7402	230	
7403	7403	231	
7404	7404	232	
7405	7405	233	
7406	7406	234	
7407	7407	234	
7408	7408	235	
7409	7409	236	
7410	7410	238	
7411	7411	238	
7412	7412	239	
7413	7413	240	
7414	7414	241	
7415	7415	241	
7416	7416	242	
7417	7417	243	
7418	7418	243	
7419	7419	244	
7420	7420	245	
7421	7421	245	
7422	7422	246	
7423	7423	246	
7424	7424	247	
7425	7425	248	
7426	7426	248	
7427	7427	249	
7428	7428	249	
7429	7429	250	
7430	7430	250	
7431	7431	250	
7432	7432	251	
7433	7433	251	
7434	7434	252	
7435	7435	252	
7436	7436	252	
7437	7437	253	
7438	7438	253	
7439	7439	253	
7440	7440	253	
7441	7441	254	
7442	7442	254	
7443	7443	254	
7444	7444	254	
7445	7445	254	
7446	7446	255	
7447	7447	255	
7448	7448	255	
7449	7449	255	
7450	7450	255	
7451	7451	255	
7452	7452	255	
7453	7453	255	
7454	7454	255	
7455	7455	255	
7456	7456	255	
7457	7457	255	
7458	7458	255	
7459	7459	255	
7460	7460	254	
7461	7461	254	
7462	7462	254	
7463	7463	254	
7464	7464	254	
7465	7465	253	
7466	7466	253	
7467	7467	253	
7468	7468	253	
7469	7469	252	
7470	7470	252	
7471	7471	252	
7472	7472	251	
7473	7473	251	
7474	7474	250	
7475	7475	250	
7476	7476	250	
7477	7477	249	
7478	7478	249	
7479	7479	248	
7480	7480	248	
7481	7481	247	
7482	7482	246	
7483	7483	246	
7484	7484	245	
7485	7485	245	
7486	7486	244	
7487	7487	243	
7488	7488	243	
7489	7489	242	
7490	7490	241	
7491	7491	241	
7492	7492	240	
7493	7493	239	
7494	7494	238	
7495	7495	237	
7496	7496	236	
7497	7497	235	
7498	7498	234	
7499	7499	234	
7500	7500	233	
7501	7501	232	
7502	7502	231	
7503	7503	230	
7504	7504	229	
7505	7505	228	
7506	7506	227	
7507	7507	226	
7508	7508	225	
7509	7509	224	
7510	7510	223	
7511	7511	222	
7512	7512	221	
7513	7513	220	
7514	7514	219	
7515	7515	218	
7516	7516	217	
7517	7517	215	
7518	7518	214	
7519	7519	213	
7520	7520	212	
7521	7521	211	
7522	7522	210	
7523	7523	208	
7524	7524	207	
7525	7525	206	
7526	7526	205	
7527	7527	203	
7528	7528	202	
7529	7529	201	
7530	7530	200	
7531	7531	198	
7532	7532	197	
7533	7533	196	
7534	7534	194	
7535	7535	192	
7536	7536	190	
7537	7537	189	
7538	7538	188	
7539	7539	186	
7540	7540	185	
7541	7541	183	
7542	7542	182	
7543	7543	181	
7544	7544	179	
7545	7545	178	
7546	7546	176	
7547	7547	175	
7548	7548	173	
7549	7549	172	
7550	7550	170	
7551	7551	169	
7552	7552	167	
7553	7553	166	
7554	7554	165	
7555	7555	163	
7556	7556	162	
7557	7557	160	
7558	7558	158	
7559	7559	157	
7560	7560	155	
7561	7561	154	
7562	7562	152	
7563	7563	151	
7564	7564	149	
7565	7565	148	
7566	7566	146	
7567	7567	145	
7568	7568	143	
7569	7569	142	
7570	7570	140	
7571	7571	138	
7572	7572	137	
7573	7573	135	
7574	7574	134	
7575	7575	132	
7576	7576	131	
7577	7577	127	
7578	7578	126	
7579	7579	124	
7580	7580	123	
7581	7581	121	
7582	7582	120	
7583	7583	118	
7584	7584	117	
7585	7585	115	
7586	7586	113	
7587	7587	112	
7588	7588	110	
7589	7589	109	
7590	7590	107	
7591	7591	106	
7592	7592	104	
7593	7593	103	
7594	7594	101	
7595	7595	100	
7596	7596	98	
7597	7597	97	
7598	7598	95	
7599	7599	93	
7600	7600	92	
7601	7601	90	
7602	7602	89	
7603	7603	88	
7604	7604	86	
7605	7605	85	
7606	7606	83	
7607	7607	82	
7608	7608	80	
7609	7609	79	
7610	7610	77	
7611	7611	76	
7612	7612	74	
7613	7613	73	
7614	7614	72	
7615	7615	70	
7616	7616	69	
7617	7617	67	
7618	7618	66	
7619	7619	63	
7620	7620	62	
7621	7621	61	
7622	7622	59	
7623	7623	58	
7624	7624	57	
7625	7625	55	
7626	7626	54	
7627	7627	53	
7628	7628	52	
7629	7629	50	
7630	7630	49	
7631	7631	48	
7632	7632	47	
7633	7633	45	
7634	7634	44	
7635	7635	43	
7636	7636	42	
7637	7637	41	
7638	7638	40	
7639	7639	38	
7640	7640	37	
7641	7641	36	
7642	7642	35	
7643	7643	34	
7644	7644	33	
7645	7645	32	
7646	7646	31	
7647	7647	30	
7648	7648	29	
7649	7649	28	
7650	7650	27	
7651	7651	26	
7652	7652	25	
7653	7653	24	
7654	7654	23	
7655	7655	22	
7656	7656	21	
7657	7657	21	
7658	7658	20	
7659	7659	19	
7660	7660	18	
7661	7661	17	
7662	7662	16	
7663	7663	15	
7664	7664	14	
7665	7665	14	
7666	7666	13	
7667	7667	12	
7668	7668	12	
7669	7669	11	
7670	7670	10	
7671	7671	10	
7672	7672	9	
7673	7673	9	
7674	7674	8	
7675	7675	7	
7676	7676	7	
7677	7677	6	
7678	7678	6	
7679	7679	5	
7680	7680	5	
7681	7681	5	
7682	7682	4	
7683	7683	4	
7684	7684	3	
7685	7685	3	
7686	7686	3	
7687	7687	2	
7688	7688	2	
7689	7689	2	
7690	7690	2	
7691	7691	1	
7692	7692	1	
7693	7693	1	
7694	7694	1	
7695	7695	1	
7696	7696	0	
7697	7697	0	
7698	7698	0	
7699	7699	0	
7700	7700	0	
7701	7701	0	
7702	7702	0	
7703	7703	0	
7704	7704	0	
7705	7705	0	
7706	7706	0	
7707	7707	0	
7708	7708	0	
7709	7709	0	
7710	7710	1	
7711	7711	1	
7712	7712	1	
7713	7713	1	
7714	7714	1	
7715	7715	2	
7716	7716	2	
7717	7717	2	
7718	7718	2	
7719	7719	3	
7720	7720	3	
7721	7721	3	
7722	7722	4	
7723	7723	4	
7724	7724	5	
7725	7725	5	
7726	7726	5	
7727	7727	6	
7728	7728	6	
7729	7729	7	
7730	7730	7	
7731	7731	8	
7732	7732	9	
7733	7733	9	
7734	7734	10	
7735	7735	10	
7736	7736	11	
7737	7737	12	
7738	7738	12	
7739	7739	13	
7740	7740	14	
7741	7741	14	
7742	7742	15	
7743	7743	16	
7744	7744	17	
7745	7745	18	
7746	7746	19	
7747	7747	20	
7748	7748	21	
7749	7749	21	
7750	7750	22	
7751	7751	23	
7752	7752	24	
7753	7753	25	
7754	7754	26	
7755	7755	27	
7756	7756	28	
7757	7757	29	
7758	7758	30	
7759	7759	31	
7760	7760	32	
7761	7761	33	
7762	7762	34	
7763	7763	35	
7764	7764	36	
7765	7765	37	
7766	7766	38	
7767	7767	40	
7768	7768	41	
7769	7769	42	
7770	7770	43	
7771	7771	44	
7772	7772	45	
7773	7773	47	
7774	7774	48	
7775	7775	49	
7776	7776	50	
7777	7777	52	
7778	7778	53	
7779	7779	54	
7780	7780	55	
7781	7781	57	
7782	7782	58	
7783	7783	59	
7784	7784	61	
7785	7785	62	
7786	7786	65	
7787	7787	66	
7788	7788	67	
7789	7789	69	
7790	7790	70	
7791	7791	72	
7792	7792	73	
7793	7793	74	
7794	7794	76	
7795	7795	77	
7796	7796	79	
7797	7797	80	
7798	7798	82	
7799	7799	83	
7800	7800	85	
7801	7801	86	
7802	7802	88	
7803	7803	89	
7804	7804	90	
7805	7805	92	
7806	7806	93	
7807	7807	95	
7808	7808	97	
7809	7809	98	
7810	7810	100	
7811	7811	101	
7812	7812	103	
7813	7813	104	
7814	7814	106	
7815	7815	107	
7816	7816	109	
7817	7817	110	
7818	7818	112	
7819	7819	113	
7820	7820	115	
7821	7821	117	
7822	7822	118	
7823	7823	120	
7824	7824	121	
7825	7825	123	
7826	7826	124	
7827	7827	128	
7828	7828	129	
7829	7829	131	
7830	7830	132	
7831	7831	134	
7832	7832	135	
7833	7833	137	
7834	7834	138	
7835	7835	140	
7836	7836	142	
7837	7837	143	
7838	7838	145	
7839	7839	146	
7840	7840	148	
7841	7841	149	
7842	7842	151	
7843	7843	152	
7844	7844	154	
7845	7845	155	
7846	7846	157	
7847	7847	158	
7848	7848	160	
7849	7849	162	
7850	7850	163	
7851	7851	165	
7852	7852	166	
7853	7853	167	
7854	7854	169	
7855	7855	170	
7856	7856	172	
7857	7857	173	
7858	7858	175	
7859	7859	176	
7860	7860	178	
7861	7861	179	
7862	7862	181	
7863	7863	182	
7864	7864	183	
7865	7865	185	
7866	7866	186	
7867	7867	188	
7868	7868	189	
7869	7869	192	
7870	7870	193	
7871	7871	194	
7872	7872	196	
7873	7873	197	
7874	7874	198	
7875	7875	200	
7876	7876	201	
7877	7877	202	
7878	7878	203	
7879	7879	205	
7880	7880	206	
7881	7881	207	
7882	7882	208	
7883	7883	210	
7884	7884	211	
7885	7885	212	
7886	7886	213	
7887	7887	214	
7888	7888	215	
7889	7889	217	
7890	7890	218	
7891	7891	219	
7892	7892	220	
7893	7893	221	
7894	7894	222	
7895	7895	223	
7896	7896	224	
7897	7897	225	
7898	7898	226	
7899	7899	227	
7900	7900	228	
7901	7901	229	
7902	7902	230	
7903	7903	231	
7904	7904	232	
7905	7905	233	
7906	7906	234	
7907	7907	234	
7908	7908	235	
7909	7909	236	
7910	7910	237	
7911	7911	238	
7912	7912	239	
7913	7913	240	
7914	7914	241	
7915	7915	241	
7916	7916	242	
7917	7917	243	
7918	7918	243	
7919	7919	244	
7920	7920	245	
7921	7921	245	
7922	7922	246	
7923	7923	246	
7924	7924	247	
7925	7925	248	
7926	7926	248	
7927	7927	249	
7928	7928	249	
7929	7929	250	
7930	7930	250	
7931	7931	250	
7932	7932	251	
7933	7933	251	
7934	7934	252	
7935	7935	252	
7936	7936	252	
7937	7937	253	
7938	7938	253	
7939	7939	253	
7940	7940	253	
7941	7941	254	
7942	7942	254	
7943	7943	254	
7944	7944	254	
7945	7945	254	
7946	7946	255	
7947	7947	255	
7948	7948	255	
7949	7949	255	
7950	7950	255	
7951	7951	255	
7952	7952	255	
7953	7953	255	
7954	7954	255	
7955	7955	255	
7956	7956	255	
7957	7957	255	
7958	7958	255	
7959	7959	255	
7960	7960	254	
7961	7961	254	
7962	7962	254	
7963	7963	254	
7964	7964	254	
7965	7965	253	
7966	7966	253	
7967	7967	253	
7968	7968	253	
7969	7969	252	
7970	7970	252	
7971	7971	252	
7972	7972	251	
7973	7973	251	
7974	7974	250	
