Sample in Buffer	Sample in Window	/dadata
3316	3316	109	
3317	3317	110	
3318	3318	112	
3319	3319	113	
3320	3320	115	
3321	3321	117	
3322	3322	118	
3323	3323	120	
3324	3324	121	
3325	3325	124	
3326	3326	126	
3327	3327	128	
3328	3328	129	
3329	3329	131	
3330	3330	132	
3331	3331	134	
3332	3332	135	
3333	3333	137	
3334	3334	138	
3335	3335	140	
3336	3336	142	
3337	3337	143	
3338	3338	145	
3339	3339	146	
3340	3340	148	
3341	3341	149	
3342	3342	151	
3343	3343	152	
3344	3344	154	
3345	3345	155	
3346	3346	157	
3347	3347	158	
3348	3348	160	
3349	3349	162	
3350	3350	163	
3351	3351	165	
3352	3352	166	
3353	3353	167	
3354	3354	169	
3355	3355	170	
3356	3356	172	
3357	3357	173	
3358	3358	175	
3359	3359	176	
3360	3360	178	
3361	3361	179	
3362	3362	181	
3363	3363	182	
3364	3364	183	
3365	3365	185	
3366	3366	188	
3367	3367	189	
3368	3368	190	
3369	3369	192	
3370	3370	193	
3371	3371	194	
3372	3372	196	
3373	3373	197	
3374	3374	198	
3375	3375	200	
3376	3376	201	
3377	3377	202	
3378	3378	203	
3379	3379	205	
3380	3380	206	
3381	3381	207	
3382	3382	208	
3383	3383	210	
3384	3384	211	
3385	3385	212	
3386	3386	213	
3387	3387	214	
3388	3388	215	
3389	3389	217	
3390	3390	218	
3391	3391	219	
3392	3392	220	
3393	3393	221	
3394	3394	222	
3395	3395	223	
3396	3396	224	
3397	3397	225	
3398	3398	226	
3399	3399	227	
3400	3400	228	
3401	3401	229	
3402	3402	230	
3403	3403	231	
3404	3404	232	
3405	3405	233	
3406	3406	234	
3407	3407	234	
3408	3408	236	
3409	3409	237	
3410	3410	238	
3411	3411	238	
3412	3412	239	
3413	3413	240	
3414	3414	241	
3415	3415	241	
3416	3416	242	
3417	3417	243	
3418	3418	243	
3419	3419	244	
3420	3420	245	
3421	3421	245	
3422	3422	246	
3423	3423	246	
3424	3424	247	
3425	3425	248	
3426	3426	248	
3427	3427	249	
3428	3428	249	
3429	3429	250	
3430	3430	250	
3431	3431	250	
3432	3432	251	
3433	3433	251	
3434	3434	252	
3435	3435	252	
3436	3436	252	
3437	3437	253	
3438	3438	253	
3439	3439	253	
3440	3440	253	
3441	3441	254	
3442	3442	254	
3443	3443	254	
3444	3444	254	
3445	3445	254	
3446	3446	255	
3447	3447	255	
3448	3448	255	
3449	3449	255	
3450	3450	255	
3451	3451	255	
3452	3452	255	
3453	3453	255	
3454	3454	255	
3455	3455	255	
3456	3456	255	
3457	3457	255	
3458	3458	255	
3459	3459	255	
3460	3460	254	
3461	3461	254	
3462	3462	254	
3463	3463	254	
3464	3464	254	
3465	3465	253	
3466	3466	253	
3467	3467	253	
3468	3468	253	
3469	3469	252	
3470	3470	252	
3471	3471	252	
3472	3472	251	
3473	3473	251	
3474	3474	250	
3475	3475	250	
3476	3476	250	
3477	3477	249	
3478	3478	249	
3479	3479	248	
3480	3480	248	
3481	3481	247	
3482	3482	246	
3483	3483	246	
3484	3484	245	
3485	3485	245	
3486	3486	244	
3487	3487	243	
3488	3488	243	
3489	3489	242	
3490	3490	241	
3491	3491	241	
3492	3492	239	
3493	3493	238	
3494	3494	238	
3495	3495	237	
3496	3496	236	
3497	3497	235	
3498	3498	234	
3499	3499	234	
3500	3500	233	
3501	3501	232	
3502	3502	231	
3503	3503	230	
3504	3504	229	
3505	3505	228	
3506	3506	227	
3507	3507	226	
3508	3508	225	
3509	3509	224	
3510	3510	223	
3511	3511	222	
3512	3512	221	
3513	3513	220	
3514	3514	219	
3515	3515	218	
3516	3516	217	
3517	3517	215	
3518	3518	214	
3519	3519	213	
3520	3520	212	
3521	3521	211	
3522	3522	210	
3523	3523	208	
3524	3524	207	
3525	3525	206	
3526	3526	205	
3527	3527	203	
3528	3528	202	
3529	3529	201	
3530	3530	200	
3531	3531	198	
3532	3532	197	
3533	3533	194	
3534	3534	193	
3535	3535	192	
3536	3536	190	
3537	3537	189	
3538	3538	188	
3539	3539	186	
3540	3540	185	
3541	3541	183	
3542	3542	182	
3543	3543	181	
3544	3544	179	
3545	3545	178	
3546	3546	176	
3547	3547	175	
3548	3548	173	
3549	3549	172	
3550	3550	170	
3551	3551	169	
3552	3552	167	
3553	3553	166	
3554	3554	165	
3555	3555	163	
3556	3556	162	
3557	3557	160	
3558	3558	158	
3559	3559	157	
3560	3560	155	
3561	3561	154	
3562	3562	152	
3563	3563	151	
3564	3564	149	
3565	3565	148	
3566	3566	146	
3567	3567	145	
3568	3568	143	
3569	3569	142	
3570	3570	140	
3571	3571	138	
3572	3572	137	
3573	3573	135	
3574	3574	134	
3575	3575	131	
3576	3576	129	
3577	3577	127	
3578	3578	126	
3579	3579	124	
3580	3580	123	
3581	3581	121	
3582	3582	120	
3583	3583	118	
3584	3584	117	
3585	3585	115	
3586	3586	113	
3587	3587	112	
3588	3588	110	
3589	3589	109	
3590	3590	107	
3591	3591	106	
3592	3592	104	
3593	3593	103	
3594	3594	101	
3595	3595	100	
3596	3596	98	
3597	3597	97	
3598	3598	95	
3599	3599	93	
3600	3600	92	
3601	3601	90	
3602	3602	89	
3603	3603	88	
3604	3604	86	
3605	3605	85	
3606	3606	83	
3607	3607	82	
3608	3608	80	
3609	3609	79	
3610	3610	77	
3611	3611	76	
3612	3612	74	
3613	3613	73	
3614	3614	72	
3615	3615	70	
3616	3616	69	
3617	3617	66	
3618	3618	65	
3619	3619	63	
3620	3620	62	
3621	3621	61	
3622	3622	59	
3623	3623	58	
3624	3624	57	
3625	3625	55	
3626	3626	54	
3627	3627	53	
3628	3628	52	
3629	3629	50	
3630	3630	49	
3631	3631	48	
3632	3632	47	
3633	3633	45	
3634	3634	44	
3635	3635	43	
3636	3636	42	
3637	3637	41	
3638	3638	40	
3639	3639	38	
3640	3640	37	
3641	3641	36	
3642	3642	35	
3643	3643	34	
3644	3644	33	
3645	3645	32	
3646	3646	31	
3647	3647	30	
3648	3648	29	
3649	3649	28	
3650	3650	27	
3651	3651	26	
3652	3652	25	
3653	3653	24	
3654	3654	23	
3655	3655	22	
3656	3656	21	
3657	3657	21	
3658	3658	19	
3659	3659	18	
3660	3660	17	
3661	3661	17	
3662	3662	16	
3663	3663	15	
3664	3664	14	
3665	3665	14	
3666	3666	13	
3667	3667	12	
3668	3668	12	
3669	3669	11	
3670	3670	10	
3671	3671	10	
3672	3672	9	
3673	3673	9	
3674	3674	8	
3675	3675	7	
3676	3676	7	
3677	3677	6	
3678	3678	6	
3679	3679	5	
3680	3680	5	
3681	3681	5	
3682	3682	4	
3683	3683	4	
3684	3684	3	
3685	3685	3	
3686	3686	3	
3687	3687	2	
3688	3688	2	
3689	3689	2	
3690	3690	2	
3691	3691	1	
3692	3692	1	
3693	3693	1	
3694	3694	1	
3695	3695	1	
3696	3696	0	
3697	3697	0	
3698	3698	0	
3699	3699	0	
3700	3700	0	
3701	3701	0	
3702	3702	0	
3703	3703	0	
3704	3704	0	
3705	3705	0	
3706	3706	0	
3707	3707	0	
3708	3708	0	
3709	3709	0	
3710	3710	1	
3711	3711	1	
3712	3712	1	
3713	3713	1	
3714	3714	1	
3715	3715	2	
3716	3716	2	
3717	3717	2	
3718	3718	2	
3719	3719	3	
3720	3720	3	
3721	3721	3	
3722	3722	4	
3723	3723	4	
3724	3724	5	
3725	3725	5	
3726	3726	5	
3727	3727	6	
3728	3728	6	
3729	3729	7	
3730	3730	7	
3731	3731	8	
3732	3732	9	
3733	3733	9	
3734	3734	10	
3735	3735	10	
3736	3736	11	
3737	3737	12	
3738	3738	12	
3739	3739	13	
3740	3740	14	
3741	3741	14	
3742	3742	16	
3743	3743	17	
3744	3744	17	
3745	3745	18	
3746	3746	19	
3747	3747	20	
3748	3748	21	
3749	3749	21	
3750	3750	22	
3751	3751	23	
3752	3752	24	
3753	3753	25	
3754	3754	26	
3755	3755	27	
3756	3756	28	
3757	3757	29	
3758	3758	30	
3759	3759	31	
3760	3760	32	
3761	3761	33	
3762	3762	34	
3763	3763	35	
3764	3764	36	
3765	3765	37	
3766	3766	38	
3767	3767	40	
3768	3768	41	
3769	3769	42	
3770	3770	43	
3771	3771	44	
3772	3772	45	
3773	3773	47	
3774	3774	48	
3775	3775	49	
3776	3776	50	
3777	3777	52	
3778	3778	53	
3779	3779	54	
3780	3780	55	
3781	3781	57	
3782	3782	58	
3783	3783	61	
3784	3784	62	
3785	3785	63	
3786	3786	65	
3787	3787	66	
3788	3788	67	
3789	3789	69	
3790	3790	70	
3791	3791	72	
3792	3792	73	
3793	3793	74	
3794	3794	76	
3795	3795	77	
3796	3796	79	
3797	3797	80	
3798	3798	82	
3799	3799	83	
3800	3800	85	
3801	3801	86	
3802	3802	88	
3803	3803	89	
3804	3804	90	
3805	3805	92	
3806	3806	93	
3807	3807	95	
3808	3808	97	
3809	3809	98	
3810	3810	100	
3811	3811	101	
3812	3812	103	
3813	3813	104	
3814	3814	106	
3815	3815	107	
3816	3816	109	
3817	3817	110	
3818	3818	112	
3819	3819	113	
3820	3820	115	
3821	3821	117	
3822	3822	118	
3823	3823	120	
3824	3824	121	
3825	3825	124	
3826	3826	126	
3827	3827	128	
3828	3828	129	
3829	3829	131	
3830	3830	132	
3831	3831	134	
3832	3832	135	
3833	3833	137	
3834	3834	138	
3835	3835	140	
3836	3836	142	
3837	3837	143	
3838	3838	145	
3839	3839	146	
3840	3840	148	
3841	3841	149	
3842	3842	151	
3843	3843	152	
3844	3844	154	
3845	3845	155	
3846	3846	157	
3847	3847	158	
3848	3848	160	
3849	3849	162	
3850	3850	163	
3851	3851	165	
3852	3852	166	
3853	3853	167	
3854	3854	169	
3855	3855	170	
3856	3856	172	
3857	3857	173	
3858	3858	175	
3859	3859	176	
3860	3860	178	
3861	3861	179	
3862	3862	181	
3863	3863	182	
3864	3864	183	
3865	3865	185	
3866	3866	186	
3867	3867	189	
3868	3868	190	
3869	3869	192	
3870	3870	193	
3871	3871	194	
3872	3872	196	
3873	3873	197	
3874	3874	198	
3875	3875	200	
3876	3876	201	
3877	3877	202	
3878	3878	203	
3879	3879	205	
3880	3880	206	
3881	3881	207	
3882	3882	208	
3883	3883	210	
3884	3884	211	
3885	3885	212	
3886	3886	213	
3887	3887	214	
3888	3888	215	
3889	3889	217	
3890	3890	218	
3891	3891	219	
3892	3892	220	
3893	3893	221	
3894	3894	222	
3895	3895	223	
3896	3896	224	
3897	3897	225	
3898	3898	226	
3899	3899	227	
3900	3900	228	
3901	3901	229	
3902	3902	230	
3903	3903	231	
3904	3904	232	
3905	3905	233	
3906	3906	234	
3907	3907	234	
3908	3908	236	
3909	3909	237	
3910	3910	238	
3911	3911	238	
3912	3912	239	
3913	3913	240	
3914	3914	241	
3915	3915	241	
3916	3916	242	
3917	3917	243	
3918	3918	243	
3919	3919	244	
3920	3920	245	
3921	3921	245	
3922	3922	246	
3923	3923	246	
3924	3924	247	
3925	3925	248	
3926	3926	248	
3927	3927	249	
3928	3928	249	
3929	3929	250	
3930	3930	250	
3931	3931	250	
3932	3932	251	
3933	3933	251	
3934	3934	252	
3935	3935	252	
3936	3936	252	
3937	3937	253	
3938	3938	253	
3939	3939	253	
3940	3940	253	
3941	3941	254	
3942	3942	254	
3943	3943	254	
3944	3944	254	
3945	3945	254	
3946	3946	255	
3947	3947	255	
3948	3948	255	
3949	3949	255	
3950	3950	255	
3951	3951	255	
3952	3952	255	
3953	3953	255	
3954	3954	255	
3955	3955	255	
3956	3956	255	
3957	3957	255	
3958	3958	255	
3959	3959	255	
3960	3960	254	
3961	3961	254	
3962	3962	254	
3963	3963	254	
3964	3964	254	
3965	3965	253	
3966	3966	253	
3967	3967	253	
3968	3968	253	
3969	3969	252	
3970	3970	252	
3971	3971	252	
3972	3972	251	
3973	3973	251	
3974	3974	250	
3975	3975	250	
3976	3976	250	
3977	3977	249	
3978	3978	249	
3979	3979	248	
3980	3980	248	
3981	3981	247	
3982	3982	246	
3983	3983	246	
3984	3984	245	
3985	3985	245	
3986	3986	244	
3987	3987	243	
3988	3988	243	
3989	3989	242	
3990	3990	241	
3991	3991	241	
3992	3992	239	
3993	3993	238	
3994	3994	238	
3995	3995	237	
3996	3996	236	
3997	3997	235	
3998	3998	234	
3999	3999	234	
4000	4000	233	
4001	4001	232	
4002	4002	231	
4003	4003	230	
4004	4004	229	
4005	4005	228	
4006	4006	227	
4007	4007	226	
4008	4008	225	
4009	4009	224	
4010	4010	223	
4011	4011	222	
4012	4012	221	
4013	4013	220	
4014	4014	219	
4015	4015	218	
4016	4016	217	
4017	4017	215	
4018	4018	214	
4019	4019	213	
4020	4020	212	
4021	4021	211	
4022	4022	210	
4023	4023	208	
4024	4024	207	
4025	4025	206	
4026	4026	205	
4027	4027	203	
4028	4028	202	
4029	4029	201	
4030	4030	200	
4031	4031	198	
4032	4032	197	
4033	4033	196	
4034	4034	193	
4035	4035	192	
4036	4036	190	
4037	4037	189	
4038	4038	188	
4039	4039	186	
4040	4040	185	
4041	4041	183	
4042	4042	182	
4043	4043	181	
4044	4044	179	
4045	4045	178	
4046	4046	176	
4047	4047	175	
4048	4048	173	
4049	4049	172	
4050	4050	170	
4051	4051	169	
4052	4052	167	
4053	4053	166	
4054	4054	165	
4055	4055	163	
4056	4056	162	
4057	4057	160	
4058	4058	158	
4059	4059	157	
4060	4060	155	
4061	4061	154	
4062	4062	152	
4063	4063	151	
4064	4064	149	
4065	4065	148	
4066	4066	146	
4067	4067	145	
4068	4068	143	
4069	4069	142	
4070	4070	140	
4071	4071	138	
4072	4072	137	
4073	4073	135	
4074	4074	134	
4075	4075	131	
4076	4076	129	
4077	4077	127	
4078	4078	126	
4079	4079	124	
4080	4080	123	
4081	4081	121	
4082	4082	120	
4083	4083	118	
4084	4084	117	
4085	4085	115	
4086	4086	113	
4087	4087	112	
4088	4088	110	
4089	4089	109	
4090	4090	107	
4091	4091	106	
4092	4092	104	
4093	4093	103	
4094	4094	101	
4095	4095	100	
4096	4096	98	
4097	4097	97	
4098	4098	95	
4099	4099	93	
4100	4100	92	
4101	4101	90	
4102	4102	89	
4103	4103	88	
4104	4104	86	
4105	4105	85	
4106	4106	83	
4107	4107	82	
4108	4108	80	
4109	4109	79	
4110	4110	77	
4111	4111	76	
4112	4112	74	
4113	4113	73	
4114	4114	72	
4115	4115	70	
4116	4116	69	
4117	4117	66	
4118	4118	65	
4119	4119	63	
4120	4120	62	
4121	4121	61	
4122	4122	59	
4123	4123	58	
4124	4124	57	
4125	4125	55	
4126	4126	54	
4127	4127	53	
4128	4128	52	
4129	4129	50	
4130	4130	49	
4131	4131	48	
4132	4132	47	
4133	4133	45	
4134	4134	44	
4135	4135	43	
4136	4136	42	
4137	4137	41	
4138	4138	40	
4139	4139	38	
4140	4140	37	
4141	4141	36	
4142	4142	35	
4143	4143	34	
4144	4144	33	
4145	4145	32	
4146	4146	31	
4147	4147	30	
4148	4148	29	
4149	4149	28	
4150	4150	27	
4151	4151	26	
4152	4152	25	
4153	4153	24	
4154	4154	23	
4155	4155	22	
4156	4156	21	
4157	4157	21	
4158	4158	20	
4159	4159	18	
4160	4160	17	
4161	4161	17	
4162	4162	16	
4163	4163	15	
4164	4164	14	
4165	4165	14	
4166	4166	13	
4167	4167	12	
4168	4168	12	
4169	4169	11	
4170	4170	10	
4171	4171	10	
4172	4172	9	
4173	4173	9	
4174	4174	8	
4175	4175	7	
4176	4176	7	
4177	4177	6	
4178	4178	6	
4179	4179	5	
4180	4180	5	
4181	4181	5	
4182	4182	4	
4183	4183	4	
4184	4184	3	
4185	4185	3	
4186	4186	3	
4187	4187	2	
4188	4188	2	
4189	4189	2	
4190	4190	2	
4191	4191	1	
4192	4192	1	
4193	4193	1	
4194	4194	1	
4195	4195	1	
4196	4196	0	
4197	4197	0	
4198	4198	0	
4199	4199	0	
4200	4200	0	
4201	4201	0	
4202	4202	0	
4203	4203	0	
4204	4204	0	
4205	4205	0	
4206	4206	0	
4207	4207	0	
4208	4208	0	
4209	4209	0	
4210	4210	1	
4211	4211	1	
4212	4212	1	
4213	4213	1	
4214	4214	1	
4215	4215	2	
4216	4216	2	
4217	4217	2	
4218	4218	2	
4219	4219	3	
4220	4220	3	
4221	4221	3	
4222	4222	4	
4223	4223	4	
4224	4224	5	
4225	4225	5	
4226	4226	5	
4227	4227	6	
4228	4228	6	
4229	4229	7	
4230	4230	7	
4231	4231	8	
4232	4232	9	
4233	4233	9	
4234	4234	10	
4235	4235	10	
4236	4236	11	
4237	4237	12	
4238	4238	12	
4239	4239	13	
4240	4240	14	
4241	4241	14	
4242	4242	16	
4243	4243	17	
4244	4244	17	
4245	4245	18	
4246	4246	19	
4247	4247	20	
4248	4248	21	
4249	4249	21	
4250	4250	22	
4251	4251	23	
4252	4252	24	
4253	4253	25	
4254	4254	26	
4255	4255	27	
4256	4256	28	
4257	4257	29	
4258	4258	30	
4259	4259	31	
4260	4260	32	
4261	4261	33	
4262	4262	34	
4263	4263	35	
4264	4264	36	
4265	4265	37	
4266	4266	38	
4267	4267	40	
4268	4268	41	
4269	4269	42	
4270	4270	43	
4271	4271	44	
4272	4272	45	
4273	4273	47	
4274	4274	48	
4275	4275	49	
4276	4276	50	
4277	4277	52	
4278	4278	53	
4279	4279	54	
4280	4280	55	
4281	4281	57	
4282	4282	58	
4283	4283	59	
4284	4284	62	
4285	4285	63	
4286	4286	65	
4287	4287	66	
4288	4288	67	
4289	4289	69	
4290	4290	70	
4291	4291	72	
4292	4292	73	
4293	4293	74	
4294	4294	76	
4295	4295	77	
4296	4296	79	
4297	4297	80	
4298	4298	82	
4299	4299	83	
4300	4300	85	
4301	4301	86	
4302	4302	88	
4303	4303	89	
4304	4304	90	
4305	4305	92	
4306	4306	93	
4307	4307	95	
4308	4308	97	
4309	4309	98	
4310	4310	100	
4311	4311	101	
4312	4312	103	
4313	4313	104	
4314	4314	106	
4315	4315	107	
4316	4316	109	
4317	4317	110	
4318	4318	112	
4319	4319	113	
4320	4320	115	
4321	4321	117	
4322	4322	118	
4323	4323	120	
4324	4324	121	
4325	4325	124	
4326	4326	126	
4327	4327	128	
4328	4328	129	
4329	4329	131	
4330	4330	132	
4331	4331	134	
4332	4332	135	
4333	4333	137	
4334	4334	138	
4335	4335	140	
4336	4336	142	
4337	4337	143	
4338	4338	145	
4339	4339	146	
4340	4340	148	
4341	4341	149	
4342	4342	151	
4343	4343	152	
4344	4344	154	
4345	4345	155	
4346	4346	157	
4347	4347	158	
4348	4348	160	
4349	4349	162	
4350	4350	163	
4351	4351	165	
4352	4352	166	
4353	4353	167	
4354	4354	169	
4355	4355	170	
4356	4356	172	
4357	4357	173	
4358	4358	175	
4359	4359	176	
4360	4360	178	
4361	4361	179	
4362	4362	181	
4363	4363	182	
4364	4364	183	
4365	4365	185	
4366	4366	186	
4367	4367	189	
4368	4368	190	
4369	4369	192	
4370	4370	193	
4371	4371	194	
4372	4372	196	
4373	4373	197	
4374	4374	198	
4375	4375	200	
4376	4376	201	
4377	4377	202	
4378	4378	203	
4379	4379	205	
4380	4380	206	
4381	4381	207	
4382	4382	208	
4383	4383	210	
4384	4384	211	
4385	4385	212	
4386	4386	213	
4387	4387	214	
4388	4388	215	
4389	4389	217	
4390	4390	218	
4391	4391	219	
4392	4392	220	
4393	4393	221	
4394	4394	222	
4395	4395	223	
4396	4396	224	
4397	4397	225	
4398	4398	226	
4399	4399	227	
4400	4400	228	
4401	4401	229	
4402	4402	230	
4403	4403	231	
4404	4404	232	
4405	4405	233	
4406	4406	234	
4407	4407	234	
4408	4408	235	
4409	4409	237	
4410	4410	238	
4411	4411	238	
4412	4412	239	
4413	4413	240	
4414	4414	241	
4415	4415	241	
4416	4416	242	
4417	4417	243	
4418	4418	243	
4419	4419	244	
4420	4420	245	
4421	4421	245	
4422	4422	246	
4423	4423	246	
4424	4424	247	
4425	4425	248	
4426	4426	248	
4427	4427	249	
4428	4428	249	
4429	4429	250	
4430	4430	250	
4431	4431	250	
4432	4432	251	
4433	4433	251	
4434	4434	252	
4435	4435	252	
4436	4436	252	
4437	4437	253	
4438	4438	253	
4439	4439	253	
4440	4440	253	
4441	4441	254	
4442	4442	254	
4443	4443	254	
4444	4444	254	
4445	4445	254	
4446	4446	255	
4447	4447	255	
4448	4448	255	
4449	4449	255	
4450	4450	255	
4451	4451	255	
4452	4452	255	
4453	4453	255	
4454	4454	255	
4455	4455	255	
4456	4456	255	
4457	4457	255	
4458	4458	255	
4459	4459	255	
4460	4460	254	
4461	4461	254	
4462	4462	254	
4463	4463	254	
4464	4464	254	
4465	4465	253	
4466	4466	253	
4467	4467	253	
4468	4468	253	
4469	4469	252	
4470	4470	252	
4471	4471	252	
4472	4472	251	
4473	4473	251	
4474	4474	250	
4475	4475	250	
4476	4476	250	
4477	4477	249	
4478	4478	249	
4479	4479	248	
4480	4480	248	
4481	4481	247	
4482	4482	246	
4483	4483	246	
4484	4484	245	
4485	4485	245	
4486	4486	244	
4487	4487	243	
4488	4488	243	
4489	4489	242	
4490	4490	241	
4491	4491	241	
4492	4492	239	
4493	4493	238	
4494	4494	238	
4495	4495	237	
4496	4496	236	
4497	4497	235	
4498	4498	234	
4499	4499	234	
4500	4500	233	
4501	4501	232	
4502	4502	231	
4503	4503	230	
4504	4504	229	
4505	4505	228	
4506	4506	227	
4507	4507	226	
4508	4508	225	
4509	4509	224	
4510	4510	223	
4511	4511	222	
4512	4512	221	
4513	4513	220	
4514	4514	219	
4515	4515	218	
4516	4516	217	
4517	4517	215	
4518	4518	214	
4519	4519	213	
4520	4520	212	
4521	4521	211	
4522	4522	210	
4523	4523	208	
4524	4524	207	
4525	4525	206	
4526	4526	205	
4527	4527	203	
4528	4528	202	
4529	4529	201	
4530	4530	200	
4531	4531	198	
4532	4532	197	
4533	4533	196	
4534	4534	193	
4535	4535	192	
4536	4536	190	
4537	4537	189	
4538	4538	188	
4539	4539	186	
4540	4540	185	
4541	4541	183	
4542	4542	182	
4543	4543	181	
4544	4544	179	
4545	4545	178	
4546	4546	176	
4547	4547	175	
4548	4548	173	
4549	4549	172	
4550	4550	170	
4551	4551	169	
4552	4552	167	
4553	4553	166	
4554	4554	165	
4555	4555	163	
4556	4556	162	
4557	4557	160	
4558	4558	158	
4559	4559	157	
4560	4560	155	
4561	4561	154	
4562	4562	152	
4563	4563	151	
4564	4564	149	
4565	4565	148	
4566	4566	146	
4567	4567	145	
4568	4568	143	
4569	4569	142	
4570	4570	140	
4571	4571	138	
4572	4572	137	
4573	4573	135	
4574	4574	134	
4575	4575	131	
4576	4576	129	
4577	4577	127	
4578	4578	126	
4579	4579	124	
4580	4580	123	
4581	4581	121	
4582	4582	120	
4583	4583	118	
4584	4584	117	
4585	4585	115	
4586	4586	113	
4587	4587	112	
4588	4588	110	
4589	4589	109	
4590	4590	107	
4591	4591	106	
4592	4592	104	
4593	4593	103	
4594	4594	101	
4595	4595	100	
4596	4596	98	
4597	4597	97	
4598	4598	95	
4599	4599	93	
4600	4600	92	
4601	4601	90	
4602	4602	89	
4603	4603	88	
4604	4604	86	
4605	4605	85	
4606	4606	83	
4607	4607	82	
4608	4608	80	
4609	4609	79	
4610	4610	77	
4611	4611	76	
4612	4612	74	
4613	4613	73	
4614	4614	72	
4615	4615	70	
4616	4616	69	
4617	4617	66	
4618	4618	65	
4619	4619	63	
4620	4620	62	
4621	4621	61	
4622	4622	59	
4623	4623	58	
4624	4624	57	
4625	4625	55	
4626	4626	54	
4627	4627	53	
4628	4628	52	
4629	4629	50	
4630	4630	49	
4631	4631	48	
4632	4632	47	
4633	4633	45	
4634	4634	44	
4635	4635	43	
4636	4636	42	
4637	4637	41	
4638	4638	40	
4639	4639	38	
4640	4640	37	
4641	4641	36	
4642	4642	35	
4643	4643	34	
4644	4644	33	
4645	4645	32	
4646	4646	31	
4647	4647	30	
4648	4648	29	
4649	4649	28	
4650	4650	27	
4651	4651	26	
4652	4652	25	
4653	4653	24	
4654	4654	23	
4655	4655	22	
4656	4656	21	
4657	4657	21	
4658	4658	20	
4659	4659	18	
4660	4660	17	
4661	4661	17	
4662	4662	16	
4663	4663	15	
4664	4664	14	
4665	4665	14	
4666	4666	13	
4667	4667	12	
4668	4668	12	
4669	4669	11	
4670	4670	10	
4671	4671	10	
4672	4672	9	
4673	4673	9	
4674	4674	8	
4675	4675	7	
4676	4676	7	
4677	4677	6	
4678	4678	6	
4679	4679	5	
4680	4680	5	
4681	4681	5	
4682	4682	4	
4683	4683	4	
4684	4684	3	
4685	4685	3	
4686	4686	3	
4687	4687	2	
4688	4688	2	
4689	4689	2	
4690	4690	2	
4691	4691	1	
4692	4692	1	
4693	4693	1	
4694	4694	1	
4695	4695	1	
4696	4696	0	
4697	4697	0	
4698	4698	0	
4699	4699	0	
4700	4700	0	
4701	4701	0	
4702	4702	0	
4703	4703	0	
4704	4704	0	
4705	4705	0	
4706	4706	0	
4707	4707	0	
4708	4708	0	
4709	4709	0	
4710	4710	1	
4711	4711	1	
4712	4712	1	
4713	4713	1	
4714	4714	1	
4715	4715	2	
4716	4716	2	
4717	4717	2	
4718	4718	2	
4719	4719	3	
4720	4720	3	
4721	4721	3	
4722	4722	4	
4723	4723	4	
4724	4724	5	
4725	4725	5	
4726	4726	5	
4727	4727	6	
4728	4728	6	
4729	4729	7	
4730	4730	7	
4731	4731	8	
4732	4732	9	
4733	4733	9	
4734	4734	10	
4735	4735	10	
4736	4736	11	
4737	4737	12	
4738	4738	12	
4739	4739	13	
4740	4740	14	
4741	4741	14	
4742	4742	16	
4743	4743	17	
4744	4744	17	
4745	4745	18	
4746	4746	19	
4747	4747	20	
4748	4748	21	
4749	4749	21	
4750	4750	22	
4751	4751	23	
4752	4752	24	
4753	4753	25	
4754	4754	26	
4755	4755	27	
4756	4756	28	
4757	4757	29	
4758	4758	30	
4759	4759	31	
4760	4760	32	
4761	4761	33	
4762	4762	34	
4763	4763	35	
4764	4764	36	
4765	4765	37	
4766	4766	38	
4767	4767	40	
4768	4768	41	
4769	4769	42	
4770	4770	43	
4771	4771	44	
4772	4772	45	
4773	4773	47	
4774	4774	48	
4775	4775	49	
4776	4776	50	
4777	4777	52	
4778	4778	53	
4779	4779	54	
4780	4780	55	
4781	4781	57	
4782	4782	58	
4783	4783	59	
4784	4784	62	
4785	4785	63	
4786	4786	65	
4787	4787	66	
4788	4788	67	
4789	4789	69	
4790	4790	70	
4791	4791	72	
4792	4792	73	
4793	4793	74	
4794	4794	76	
4795	4795	77	
4796	4796	79	
4797	4797	80	
4798	4798	82	
4799	4799	83	
4800	4800	85	
4801	4801	86	
4802	4802	88	
4803	4803	89	
4804	4804	90	
4805	4805	92	
4806	4806	93	
4807	4807	95	
4808	4808	97	
4809	4809	98	
4810	4810	100	
4811	4811	101	
4812	4812	103	
4813	4813	104	
4814	4814	106	
4815	4815	107	
4816	4816	109	
4817	4817	110	
4818	4818	112	
4819	4819	113	
4820	4820	115	
4821	4821	117	
4822	4822	118	
4823	4823	120	
4824	4824	121	
4825	4825	123	
4826	4826	126	
4827	4827	128	
4828	4828	129	
4829	4829	131	
4830	4830	132	
4831	4831	134	
4832	4832	135	
4833	4833	137	
4834	4834	138	
4835	4835	140	
4836	4836	142	
4837	4837	143	
4838	4838	145	
4839	4839	146	
4840	4840	148	
4841	4841	149	
4842	4842	151	
4843	4843	152	
4844	4844	154	
4845	4845	155	
4846	4846	157	
4847	4847	158	
4848	4848	160	
4849	4849	162	
4850	4850	163	
4851	4851	165	
4852	4852	166	
4853	4853	167	
4854	4854	169	
4855	4855	170	
4856	4856	172	
4857	4857	173	
4858	4858	175	
4859	4859	176	
4860	4860	178	
4861	4861	179	
4862	4862	181	
4863	4863	182	
4864	4864	183	
4865	4865	185	
4866	4866	186	
4867	4867	189	
4868	4868	190	
